split,class_name,video_path,video_id,fps_original,frame_count,duration_seconds,width,height
train,normal,data/train/normal/shop_lifter_n_26.mp4,train__normal__shop_lifter_n_26,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_27.mp4,train__normal__shop_lifter_n_27,25.0,200,8.0,704,576
train,normal,data/train/normal/shop_lifter_n_29.mp4,train__normal__shop_lifter_n_29,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_3.mp4,train__normal__shop_lifter_n_3,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_30.mp4,train__normal__shop_lifter_n_30,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_32.mp4,train__normal__shop_lifter_n_32,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_34.mp4,train__normal__shop_lifter_n_34,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_35.mp4,train__normal__shop_lifter_n_35,25.0,450,18.0,704,576
train,normal,data/train/normal/shop_lifter_n_36.mp4,train__normal__shop_lifter_n_36,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_37.mp4,train__normal__shop_lifter_n_37,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_4.mp4,train__normal__shop_lifter_n_4,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_41.mp4,train__normal__shop_lifter_n_41,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_42.mp4,train__normal__shop_lifter_n_42,25.0,500,20.0,704,576
train,normal,data/train/normal/shop_lifter_n_43.mp4,train__normal__shop_lifter_n_43,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_45.mp4,train__normal__shop_lifter_n_45,25.0,500,20.0,704,576
train,normal,data/train/normal/shop_lifter_n_47.mp4,train__normal__shop_lifter_n_47,25.0,525,21.0,704,576
train,normal,data/train/normal/shop_lifter_n_48.mp4,train__normal__shop_lifter_n_48,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_5.mp4,train__normal__shop_lifter_n_5,25.0,475,19.0,704,576
train,normal,data/train/normal/shop_lifter_n_50.mp4,train__normal__shop_lifter_n_50,25.0,525,21.0,704,576
train,normal,data/train/normal/shop_lifter_n_51.mp4,train__normal__shop_lifter_n_51,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_53.mp4,train__normal__shop_lifter_n_53,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_54.mp4,train__normal__shop_lifter_n_54,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_55.mp4,train__normal__shop_lifter_n_55,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_56.mp4,train__normal__shop_lifter_n_56,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_57.mp4,train__normal__shop_lifter_n_57,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_6.mp4,train__normal__shop_lifter_n_6,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_60.mp4,train__normal__shop_lifter_n_60,25.0,200,8.0,704,576
train,normal,data/train/normal/shop_lifter_n_61.mp4,train__normal__shop_lifter_n_61,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_62.mp4,train__normal__shop_lifter_n_62,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_63.mp4,train__normal__shop_lifter_n_63,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_66.mp4,train__normal__shop_lifter_n_66,25.0,625,25.0,704,576
train,normal,data/train/normal/shop_lifter_n_67.mp4,train__normal__shop_lifter_n_67,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_69.mp4,train__normal__shop_lifter_n_69,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_70.mp4,train__normal__shop_lifter_n_70,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_73.mp4,train__normal__shop_lifter_n_73,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_75.mp4,train__normal__shop_lifter_n_75,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_77.mp4,train__normal__shop_lifter_n_77,25.0,500,20.0,704,576
train,normal,data/train/normal/shop_lifter_n_78.mp4,train__normal__shop_lifter_n_78,25.0,450,18.0,704,576
train,normal,data/train/normal/shop_lifter_n_79.mp4,train__normal__shop_lifter_n_79,25.0,450,18.0,704,576
train,normal,data/train/normal/shop_lifter_n_8.mp4,train__normal__shop_lifter_n_8,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_80.mp4,train__normal__shop_lifter_n_80,25.0,475,19.0,704,576
train,normal,data/train/normal/shop_lifter_n_81.mp4,train__normal__shop_lifter_n_81,25.0,450,18.0,704,576
train,normal,data/train/normal/shop_lifter_n_82.mp4,train__normal__shop_lifter_n_82,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_83.mp4,train__normal__shop_lifter_n_83,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_84.mp4,train__normal__shop_lifter_n_84,25.0,225,9.0,704,576
train,normal,data/train/normal/shop_lifter_n_85.mp4,train__normal__shop_lifter_n_85,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_86.mp4,train__normal__shop_lifter_n_86,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_88.mp4,train__normal__shop_lifter_n_88,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_9.mp4,train__normal__shop_lifter_n_9,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_91.mp4,train__normal__shop_lifter_n_91,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_95.mp4,train__normal__shop_lifter_n_95,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_96.mp4,train__normal__shop_lifter_n_96,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_97.mp4,train__normal__shop_lifter_n_97,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_98.mp4,train__normal__shop_lifter_n_98,25.0,275,11.0,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_101.mp4,val__hurto_simulado__shop_lifter_101,25.0,375,15.0,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_117.mp4,val__hurto_simulado__shop_lifter_117,25.0,475,19.0,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_14.mp4,val__hurto_simulado__shop_lifter_14,24.75,421,17.010101,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_19.mp4,val__hurto_simulado__shop_lifter_19,24.75,372,15.030303,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_32.mp4,val__hurto_simulado__shop_lifter_32,24.75,495,20.0,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_51.mp4,val__hurto_simulado__shop_lifter_51,24.75,297,12.0,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_54.mp4,val__hurto_simulado__shop_lifter_54,24.75,297,12.0,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_58.mp4,val__hurto_simulado__shop_lifter_58,24.75,273,11.030303,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_64.mp4,val__hurto_simulado__shop_lifter_64,24.75,273,11.030303,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_67.mp4,val__hurto_simulado__shop_lifter_67,24.75,347,14.020202,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_72.mp4,val__hurto_simulado__shop_lifter_72,24.75,248,10.020202,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_73.mp4,val__hurto_simulado__shop_lifter_73,24.75,223,9.010101,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_77.mp4,val__hurto_simulado__shop_lifter_77,24.75,273,11.030303,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_87.mp4,val__hurto_simulado__shop_lifter_87,25.0,350,14.0,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_9.mp4,val__hurto_simulado__shop_lifter_9,24.75,297,12.0,704,576
val,hurto_simulado,data/val/hurto_simulado/shop_lifter_97.mp4,val__hurto_simulado__shop_lifter_97,25.0,425,17.0,704,576
val,normal,data/val/normal/shop_lifter_n_0.mp4,val__normal__shop_lifter_n_0,25.0,450,18.0,704,576
val,normal,data/val/normal/shop_lifter_n_103.mp4,val__normal__shop_lifter_n_103,25.0,275,11.0,704,576
val,normal,data/val/normal/shop_lifter_n_11.mp4,val__normal__shop_lifter_n_11,25.0,425,17.0,704,576
val,normal,data/val/normal/shop_lifter_n_117.mp4,val__normal__shop_lifter_n_117,25.0,300,12.0,704,576
val,normal,data/val/normal/shop_lifter_n_128.mp4,val__normal__shop_lifter_n_128,25.0,300,12.0,704,576
val,normal,data/val/normal/shop_lifter_n_129.mp4,val__normal__shop_lifter_n_129,25.0,250,10.0,704,576
val,normal,data/val/normal/shop_lifter_n_136.mp4,val__normal__shop_lifter_n_136,25.0,325,13.0,704,576
val,normal,data/val/normal/shop_lifter_n_146.mp4,val__normal__shop_lifter_n_146,25.0,300,12.0,704,576
val,normal,data/val/normal/shop_lifter_n_159.mp4,val__normal__shop_lifter_n_159,25.0,375,15.0,704,576
val,normal,data/val/normal/shop_lifter_n_16.mp4,val__normal__shop_lifter_n_16,25.0,425,17.0,704,576
val,normal,data/val/normal/shop_lifter_n_17.mp4,val__normal__shop_lifter_n_17,25.0,500,20.0,704,576
val,normal,data/val/normal/shop_lifter_n_183.mp4,val__normal__shop_lifter_n_183,25.0,375,15.0,704,576
val,normal,data/val/normal/shop_lifter_n_188.mp4,val__normal__shop_lifter_n_188,25.0,275,11.0,704,576
val,normal,data/val/normal/shop_lifter_n_19.mp4,val__normal__shop_lifter_n_19,25.0,325,13.0,704,576
val,normal,data/val/normal/shop_lifter_n_200.mp4,val__normal__shop_lifter_n_200,25.0,400,16.0,704,576
val,normal,data/val/normal/shop_lifter_n_213.mp4,val__normal__shop_lifter_n_213,25.0,450,18.0,704,576
val,normal,data/val/normal/shop_lifter_n_216.mp4,val__normal__shop_lifter_n_216,25.0,350,14.0,704,576
val,normal,data/val/normal/shop_lifter_n_28.mp4,val__normal__shop_lifter_n_28,25.0,250,10.0,704,576
val,normal,data/val/normal/shop_lifter_n_31.mp4,val__normal__shop_lifter_n_31,25.0,325,13.0,704,576
val,normal,data/val/normal/shop_lifter_n_33.mp4,val__normal__shop_lifter_n_33,25.0,200,8.0,704,576
val,normal,data/val/normal/shop_lifter_n_38.mp4,val__normal__shop_lifter_n_38,25.0,275,11.0,704,576
val,normal,data/val/normal/shop_lifter_n_40.mp4,val__normal__shop_lifter_n_40,25.0,575,23.0,704,576
val,normal,data/val/normal/shop_lifter_n_52.mp4,val__normal__shop_lifter_n_52,25.0,475,19.0,704,576
val,normal,data/val/normal/shop_lifter_n_58.mp4,val__normal__shop_lifter_n_58,25.0,275,11.0,704,576
val,normal,data/val/normal/shop_lifter_n_64.mp4,val__normal__shop_lifter_n_64,25.0,300,12.0,704,576
val,normal,data/val/normal/shop_lifter_n_65.mp4,val__normal__shop_lifter_n_65,25.0,350,14.0,704,576
val,normal,data/val/normal/shop_lifter_n_74.mp4,val__normal__shop_lifter_n_74,25.0,325,13.0,704,576
val,normal,data/val/normal/shop_lifter_n_76.mp4,val__normal__shop_lifter_n_76,25.0,400,16.0,704,576
val,normal,data/val/normal/shop_lifter_n_87.mp4,val__normal__shop_lifter_n_87,25.0,250,10.0,704,576
val,normal,data/val/normal/shop_lifter_n_89.mp4,val__normal__shop_lifter_n_89,25.0,225,9.0,704,576
val,normal,data/val/normal/shop_lifter_n_92.mp4,val__normal__shop_lifter_n_92,25.0,425,17.0,704,576
val,normal,data/val/normal/shop_lifter_n_93.mp4,val__normal__shop_lifter_n_93,25.0,250,10.0,704,576
val,normal,data/val/normal/shop_lifter_n_94.mp4,val__normal__shop_lifter_n_94,25.0,300,12.0,704,576
